Title,Year,IMDB ID,Runtime,YouTube Trailer,Rating,Movie Poster,Director,Writers,Cast
Annie,2014,tt1823664,118,nasLuiP-1E0,5.3,https://hydramovies.com/wp-content/uploads/2018/05/Annie-Movie-Poster.jpg,Will Gluck,Will Gluck,Cameron Diaz|Quvenzhané Wallis
Morgan,2016,tt4520364,92,Dc5BE8iwmHw,5.8,https://hydramovies.com/wp-content/uploads/2018/05/Morgan-Movie-Poster.jpg,Luke Scott,Seth W. Owen,Anya Taylor-Joy|Kate Mara|Rose Leslie
The Twilight Saga: New Moon,2009,tt1259571,130,KYBF3HKzrmE,4.7,https://hydramovies.com/wp-content/uploads/2018/05/The-Twilight-Saga-New-Moon-Movie-Poster.jpg,Chris Weitz,Melissa Rosenberg,Kristen Stewart|Robert Pattinson|Taylor Lautner
02:22,2017,tt1131724,98,Af2N3N5rURI,5.7,https://hydramovies.com/wp-content/uploads/2018/05/222-Movie-Poster.jpg,Paul Currie,Todd Stein,Michiel Huisman|Teresa Palmer
The Transporter Refueled,2015,tt2938956,96,sU5lEfAkOGM,5.2,https://hydramovies.com/wp-content/uploads/2018/05/The-Transporter-Refueled-Movie-Poster.jpg,Camille Delamarre,Adam Cooper,Ed Skrein|Loan Chabanol
Vengeance: A Love Story,2017,tt5460530,99,MBSmoK_lLHM,5.2,https://hydramovies.com/wp-content/uploads/2018/05/Vengeance-A-Love-Story-Movie-Poster.jpg,Johnny Martin,John Mankiewicz,Anna Hutchison|Nicolas Cage|Talitha Eliana Bateman
Tarzan,2013,tt1705952,94,YtQSKn2-8ik,4.8,https://hydramovies.com/wp-content/uploads/2018/05/Tarzan-Movie-Poster.jpg,Reinhard Klooss,Reinhard Klooss,Kellan Lutz|Spencer Locke
Sleight,2016,tt4573516,89,ORL1d7GWoBc,5.9,https://hydramovies.com/wp-content/uploads/2018/05/Sleight-Movie-Poster.jpg,J.D. Dillard,J.D. Dillard,Jacob Latimore|Seychelle Gabriel|Storm Reid
Fantastic Four,2015,tt1502712,100,wuV4BCYv-YY,4.3,https://hydramovies.com/wp-content/uploads/2018/05/Fantastic-Four-Movie-Poster.jpg,Josh Trank,Jeremy Slater,Kate Mara|Miles Teller
Neighbors 2: Sorority Rising,2016,tt4438848,92,h1pA4Oio6T8,5.7,https://hydramovies.com/wp-content/uploads/2018/05/Neighbors-2-Sorority-Rising-Movie-Poster.jpg,Nicholas Stoller,Andrew Jay Cohen,Rose Byrne|Seth Rogen
Beyond Skyline,2017,tt1724970,106,s7UvEOzK8FQ,5.3,https://hydramovies.com/wp-content/uploads/2018/05/Beyond-Skyline-Movie-Poster.jpg,Liam O'Donnell,Liam O'Donnell,Bojana Novakovic|Frank Grillo|Jonny Weston
Percy Jackson & the Olympians: The Lightning Thief,2010,tt0814255,118,M14LE1sqgpc,5.9,https://hydramovies.com/wp-content/uploads/2018/05/Percy-Jackson-the-Olympians-The-Lightning-Thief-Movie-Poster.jpg,Chris Columbus,Craig Titley,Kevin McKidd|Logan Lerman|Steve Coogan
The Bye Bye Man,2017,tt4030600,97,S2DwrJ9S3f4,4.3,https://hydramovies.com/wp-content/uploads/2018/05/The-Bye-Bye-Man-Movie-Poster.jpg,Stacy Title,Jonathan Penner,Cressida Bonas|Douglas Smith|Lucien Laviscount
Unforgettable,2017,tt3462710,100,RK6gcQuJ6LM,5,https://hydramovies.com/wp-content/uploads/2018/05/Unforgettable-Movie-Poster.jpg,Denise Di Novi,Christina Hodson,Geoff Stults|Katherine Heigl|Rosario Dawson
Downsizing,2017,tt1389072,135,UCrBICYM0yM,5.7,https://hydramovies.com/wp-content/uploads/2018/05/Downsizing-Movie-Poster.jpg,Alexander Payne,Alexander Payne,Christoph Waltz|Hong Chau|Matt Damon
Mercenary: Absolution,2017,tt3503840,96,OhOgH_Cczys,4.5,https://hydramovies.com/wp-content/uploads/2018/05/Mercenary-Absolution-Movie-Poster.jpg,Keoni Waxman,Richard Beattie,Byron Mann|Howard Dell|Steven Seagal
The Counsellor,2013,tt2193215,117,CmHZelbC034,5.3,https://hydramovies.com/wp-content/uploads/2018/05/The-Counsellor-Movie-Poster.jpg,Ridley Scott,Cormac McCarthy,Cameron Diaz|Michael Fassbender|Penélope Cruz
Mythica: The Iron Crown,2016,tt5456798,93,cvG_1Z4FzLc,5.4,https://hydramovies.com/wp-content/uploads/2018/05/Mythica-The-Iron-Crown-Movie-Poster.jpg,John Lyde,Jason Faller,Adam Johnson|Melanie Stone
Overdrive,2017,tt1935194,93,kWqAJE-Yshs,5.4,https://hydramovies.com/wp-content/uploads/2018/05/Overdrive-Movie-Poster.jpg,Antonio Negret,Michael Brandt,Ana de Armas|Freddie Thorp|Scott Eastwood
Pan,2015,tt3332064,111,UHl8F60t-ss,5.8,https://hydramovies.com/wp-content/uploads/2018/05/Pan-Movie-Poster.jpg,Joe Wright,Jason Fuchs,Garrett Hedlund|Hugh Jackman|Levi Miller
Drone,2017,tt5352846,91,DZbnNMyO-sU,5.3,https://hydramovies.com/wp-content/uploads/2018/05/Drone-Movie-Poster.jpg,Jason Bourque,Paul A. Birkett,Patrick Sabongui|Sean Bean
Green Lantern,2011,tt1133985,114,_axLoYlwwmU,5.6,https://hydramovies.com/wp-content/uploads/2018/05/Green-Lantern-Movie-Poster.jpg,Martin Campbell,Greg Berlanti,Blake Lively|Ryan Reynolds
Birth of the Dragon,2016,tt2720826,95,soLlxteBbNA,5.3,https://hydramovies.com/wp-content/uploads/2018/05/Birth-of-the-Dragon-Movie-Poster.jpg,George Nolfi,Stephen J. Rivele,Billy Magnussen|Yu Xia
Jobs,2013,tt2357129,128,FrvkCS0ZGPU,5.9,https://hydramovies.com/wp-content/uploads/2018/05/Jobs-Movie-Poster.jpg,Joshua Michael Stern,Matt Whiteley,Ashton Kutcher|Dermot Mulroney|Josh Gad
Into the Storm,2014,tt2106361,89,57Vkp77tVTM,5.8,https://hydramovies.com/wp-content/uploads/2018/05/Into-the-Storm-Movie-Poster.jpg,Steven Quale,John Swetnam,Matt Walsh|Richard Armitage|Sarah Wayne Callies
The Assignment,2016,tt5034474,95,bqmbe7EjcWc,4.6,https://hydramovies.com/wp-content/uploads/2018/05/The-Assignment-Movie-Poster.jpg,Walter Hill,Walter Hill,Michelle Rodriguez|Tony Shalhoub
Guardians of the Tomb,2018,tt4915672,90,Ffd4Ir20XA4,4.9,https://hydramovies.com/wp-content/uploads/2018/05/Guardians-of-the-Tomb-Movie-Poster.jpg,Kimble Rendall,Jonathan Scanlon,Bingbing Li|Kellan Lutz
Eliminators,2016,tt4587366,94,jVMz0xdDt7s,5.5,https://hydramovies.com/wp-content/uploads/2018/05/Eliminators-Movie-Poster.jpg,James Nunn,Nathan Brookes,Daniel Caltagirone|Scott Adkins|Stu Bennett
Fallen,2016,tt1564777,91,fc13V14Bs0c,5.5,https://hydramovies.com/wp-content/uploads/2018/05/Fallen-Movie-Poster.jpg,Scott Hicks,Michael Arlen Ross,Hermione Corfield|Jeremy Irvine
Max 2: White House Hero,2017,tt5843838,85,RZnMQXdOhmQ,5.2,https://hydramovies.com/wp-content/uploads/2018/05/Max-2-White-House-Hero-Movie-Poster.jpg,Brian Levant,Steven Altiere,Francesca Capaldi|Zane Austin
Inconceivable,2017,tt3481634,105,vse9mg7AnGM,5.2,https://hydramovies.com/wp-content/uploads/2018/05/Inconceivable-Movie-Poster.jpg,Jonathan Baker,Chloe King,Gina Gershon|Nicky Whelan|Nicolas Cage
Billionaire Ransom,2016,tt2782844,107,f9BImpyZaeM,5.5,https://hydramovies.com/wp-content/uploads/2018/05/Billionaire-Ransom-Movie-Poster.jpg,Jim Gillespie,Alexander Ignon,Hari Dhillon|Jeremy Sumpter|Phoebe Tonkin
Journey 2: The Mysterious Island,2012,tt1397514,94,x1aNIOIAiUk,5.8,https://hydramovies.com/wp-content/uploads/2018/05/Journey-2-The-Mysterious-Island-Movie-Poster.jpg,Brad Peyton,Brian Gunn,Dwayne Johnson|Josh Hutcherson
How to Be a Latin Lover,2017,tt4795124,115,Tir_yK1kROg,5.9,https://hydramovies.com/wp-content/uploads/2018/05/How-to-Be-a-Latin-Lover-Movie-Poster.jpg,Ken Marino,Jon Zack,Eugenio Derbez|Raphael Alejandro|Salma Hayek
The Girl from the Song,2017,tt6336270,102,7LFOt9ZXBfU,5.6,https://hydramovies.com/wp-content/uploads/2018/05/The-Girl-from-the-Song-Movie-Poster.jpg,Ibai Abad,Natalia Durán,Charlotte Atkinson|Joséphine Berry|Lewis Rainer
Bad Teacher,2011,tt1284575,92,VihlsPKMh4U,5.6,https://hydramovies.com/wp-content/uploads/2018/05/Bad-Teacher-Movie-Poster.jpg,Jake Kasdan,Gene Stupnitsky,Cameron Diaz|Jason Segel|Justin Timberlake
Bachelor Night,2014,tt3797142,88,H3nP8Li-8yw,3.5,https://hydramovies.com/wp-content/uploads/2018/05/Bachelor-Night-Movie-Poster.jpg,Maximilian Elfeldt,Maximilian Elfeldt,Andrew Bongiorno|Skyler Yeast
Boo! A Madea Halloween,2016,tt5325452,103,#NAME?,4.6,https://hydramovies.com/wp-content/uploads/2018/05/Boo-A-Madea-Halloween-Movie-Poster.jpg,Tyler Perry,Tyler Perry,Cassi Davis|Patrice Lovely|Tyler Perry
24 Hours to Live,2017,tt5442456,93,da9xhQOcoHk,5.7,https://hydramovies.com/wp-content/uploads/2018/05/24-Hours-to-Live-Movie-Poster.jpg,Brian Smrz,Ron Mita,Ethan Hawke|Qing Xu
Ouija,2014,tt1204977,89,_T1Jj1inE8M,4.5,https://hydramovies.com/wp-content/uploads/2018/05/Ouija-Movie-Poster.jpg,Stiles White,Juliet Snowden,Ana Coto|Daren Kagasoff|Olivia Cooke
The Matchbreaker,2016,tt4269746,94,aH_6CQso2qQ,5.6,https://hydramovies.com/wp-content/uploads/2018/05/The-Matchbreaker-Movie-Poster.jpg,Caleb Vetter,Caleb Vetter,Christina Grimmie|Wesley Elder
Resident Evil: Retribution,2012,tt1855325,95,HYuxE3YetQo,5.4,https://hydramovies.com/wp-content/uploads/2018/05/Resident-Evil-Retribution-Movie-Poster.jpg,Paul W.S. Anderson,Paul W.S. Anderson,Michelle Rodriguez|Milla Jovovich|Sienna Guillory
Identity Thief,2013,tt2024432,111,uO12W35DpsQ,5.7,https://hydramovies.com/wp-content/uploads/2018/05/Identity-Thief-Movie-Poster.jpg,Seth Gordon,Craig Mazin,Jason Bateman|Melissa McCarthy
The Cloverfield Paradox,2018,tt2548396,102,83SExfi3prU,5.6,https://hydramovies.com/wp-content/uploads/2018/05/The-Cloverfield-Paradox-Movie-Poster.jpg,Julius Onah,Oren Uziel,David Oyelowo|Gugu Mbatha-Raw
Everly,2014,tt1945084,92,jCWXWgg5H9g,5.1,https://hydramovies.com/wp-content/uploads/2018/05/Everly-Movie-Poster.jpg,Joe Lynch,Yale Hannon,Hiroyuki Watanabe|Salma Hayek
Altitude,2017,tt4556370,88,A9ok2APAjTk,4,https://hydramovies.com/wp-content/uploads/2018/05/Altitude-Movie-Poster.jpg,Alex Merkin,Tyler W. Konney,Denise Richards|Dolph Lundgren
Scary Movie 5,2013,tt0795461,88,RMDZ8M47j0I,3.5,https://hydramovies.com/wp-content/uploads/2018/05/Scary-Movie-5-Movie-Poster.jpg,Malcolm D. Lee,David Zucker,Ashley Tisdale|Simon Rex
We Still Steal the Old Way,2017,tt4418398,90,5pyzA4bgssQ,4.9,https://hydramovies.com/wp-content/uploads/2018/05/We-Still-Steal-the-Old-Way-Movie-Poster.jpg,Sacha Bennett,Sacha Bennett,Julian Glover|Lysette Anthony
The Smurfs,2011,tt0472181,0,xQeKlKcLBOk,5.5,https://hydramovies.com/wp-content/uploads/2018/05/The-Smurfs-Movie-Poster.jpg,Raja Gosnell,J. David Stem,Hank Azaria|Katy Perry
Free Birds,2013,tt1621039,91,gxslnpqFwOs,5.9,https://hydramovies.com/wp-content/uploads/2018/05/Free-Birds-Movie-Poster.jpg,Jimmy Hayward,Scott Mosier,Owen Wilson|Woody Harrelson
Wish Upon,2017,tt5322012,90,VZjBpt5mCCA,5.1,https://hydramovies.com/wp-content/uploads/2018/05/Wish-Upon-Movie-Poster.jpg,John R. Leonetti,Barbara Marshall,Joey King|Ki Hong Lee|Ryan Phillippe
Come and Find Me,2016,tt2597768,112,hKDSGy_FsBI,5.7,https://hydramovies.com/wp-content/uploads/2018/05/Come-and-Find-Me-Movie-Poster.jpg,Zack Whedon,Zack Whedon,Aaron Paul|Annabelle Wallis|Garret Dillahunt
Batman and Harley Quinn,2017,tt6556890,74,_G--NplQPVM,5.9,https://hydramovies.com/wp-content/uploads/2018/05/Batman-and-Harley-Quinn-Movie-Poster.jpg,Sam Liu,Bruce Timm,Kevin Conroy|Melissa Rauch
Sabotage,2014,tt1742334,109,8HDArXZgrsE,5.7,https://hydramovies.com/wp-content/uploads/2018/05/Sabotage-Movie-Poster.jpg,David Ayer,Skip Woods,Arnold Schwarzenegger|Sam Worthington|Terrence Howard
Realive,2016,tt4074928,112,Djlkn-8fTgU,5.9,https://hydramovies.com/wp-content/uploads/2018/05/Realive-Movie-Poster.jpg,Mateo Gil,Mateo Gil,Charlotte Le Bon|Oona Chaplin|Tom Hughes
Superfast!,2015,tt2933474,99,Vqg8pji2FWI,4.1,https://hydramovies.com/wp-content/uploads/2018/05/Superfast-Movie-Poster.jpg,Jason Friedberg,Jason Friedberg,Alex Ashbaugh|Dale Pavinski|Lili Mirojnick
Singularity,2017,tt7312940,92,hEoobyOBxO8,4.3,https://hydramovies.com/wp-content/uploads/2018/05/Singularity-Movie-Poster.jpg,Robert Kouba,Robert Kouba,John Cusack|Julian Schaffner
Saw 3D: The Final Chapter,2010,tt1477076,90,xC7yCELivB8,5.6,https://hydramovies.com/wp-content/uploads/2018/05/Saw-3D-The-Final-Chapter-Movie-Poster.jpg,Kevin Greutert,Patrick Melton,Betsy Russell|Costas Mandylor|Tobin Bell
21 & Over,2013,tt1711425,93,Bc9vHeGNTY0,5.9,https://hydramovies.com/wp-content/uploads/2018/05/21-Over-Movie-Poster.jpg,Jon Lucas,Jon Lucas,Jonathan Keltz|Justin Chon|Miles Teller
Pilgrimage,2017,tt3531202,96,Dqh41LP7c3E,5.8,https://hydramovies.com/wp-content/uploads/2018/05/Pilgrimage-Movie-Poster.jpg,Brendan Muldowney,Jamie Hannigan,Jon Bernthal|Richard Armitage|Tom Holland
Gun Woman,2014,tt3141912,86,zQ29OLAmqBI,4.7,https://hydramovies.com/wp-content/uploads/2018/05/Gun-Woman-Movie-Poster.jpg,Kurando Mitsutake,Kurando Mitsutake,Dean Simone|Jennifer Mullaney|Matthew Floyd Miller
The 15:17 to Paris,2018,tt6802308,94,CFFZ3-jcQVs,5.1,https://hydramovies.com/wp-content/uploads/2018/05/The-1517-to-Paris-Movie-Poster.jpg,Clint Eastwood,Dorothy Blyskal,Alek Skarlatos|Anthony Sadler
Resident Evil: Afterlife,2010,tt1220634,96,9dc5iiT0f1s,5.9,https://hydramovies.com/wp-content/uploads/2018/05/Resident-Evil-Afterlife-Movie-Poster.jpg,Paul W.S. Anderson,Paul W.S. Anderson,Ali Larter|Milla Jovovich|Wentworth Miller
Beyond the Call to Duty,2016,tt2351392,95,gJ7mISF9YA0,1.7,https://hydramovies.com/wp-content/uploads/2018/05/Beyond-the-Call-to-Duty-Movie-Poster.jpg,Aleksandar Ivicic,Aleksandar Ivicic,Chris Clark|Kevin Tanski|Robert Woodley
Starship Troopers: Traitor of Mars,2017,tt6977240,88,8WP1hUxbNs8,5.5,https://hydramovies.com/wp-content/uploads/2018/05/Starship-Troopers-Traitor-of-Mars-Movie-Poster.jpg,Shinji Aramaki,Edward Neumeier,Casper Van Dien|DeRay Davis|Dina Meyer
Home Sweet Hell,2015,tt2802136,98,UbuvFMvytu4,5.4,https://hydramovies.com/wp-content/uploads/2018/05/Home-Sweet-Hell-Movie-Poster.jpg,Anthony Burns,Carlo Allen,Katherine Heigl|Patrick Wilson
The Recall,2017,tt5669936,90,vXC8xThdRAo,4.7,https://hydramovies.com/wp-content/uploads/2018/05/The-Recall-Movie-Poster.jpg,Mauro Borrelli,Mauro Borrelli,RJ Mitte|Wesley Snipes
White Girl,2016,tt4129870,88,7dzrDvaHGEA,5.8,https://hydramovies.com/wp-content/uploads/2018/05/White-Girl-Movie-Poster.jpg,Elizabeth Wood,Elizabeth Wood,Brian Marc|Justin Bartha|Morgan Saylor
The Boss Baby and Tim's Treasure Hunt Through Time,2017,tt6932084,0,E-UcZENz7-E,3.9,https://hydramovies.com/wp-content/uploads/2018/05/The-Boss-Baby-and-Tims-Treasure-Hunt-Through-Time-Movie-Poster.jpg,Miles Bakshi,,
Spring Breakers,2012,tt2101441,94,0GnUAaeHbEw,5.3,https://hydramovies.com/wp-content/uploads/2018/05/Spring-Breakers-Movie-Poster.jpg,Harmony Korine,Harmony Korine,Ashley Benson|Selena Gomez|Vanessa Hudgens
Lego Scooby-Doo! Blowout Beach Bash,2017,tt6946580,77,P4TomLSVr0I,5.6,https://hydramovies.com/wp-content/uploads/2018/05/Lego-Scooby-Doo-Blowout-Beach-Bash-Movie-Poster.jpg,Ethan Spaulding,Emily Brundige,Grey Griffin|Jeff Bennett|Kate Higgins
Bent,2018,tt2237324,96,9XXAbLtZJfA,6.3,https://hydramovies.com/wp-content/uploads/2018/05/Bent-Movie-Poster.jpg,Bobby Moresco,Bobby Moresco,Andy Garcia|Karl Urban|Sofía Vergara
The Host,2013,tt1517260,125,uNeCnKKHGE4,5.9,https://hydramovies.com/wp-content/uploads/2018/05/The-Host-Movie-Poster.jpg,Andrew Niccol,Andrew Niccol,Jake Abel|Max Irons|Saoirse Ronan
Strangerland,2015,tt2325977,112,v3Kj1VmbJiw,5.2,https://hydramovies.com/wp-content/uploads/2018/05/Strangerland-Movie-Poster.jpg,Kim Farrant,Michael Kinirons,Joseph Fiennes|Nicole Kidman
Brick Mansions,2014,tt1430612,90,WwkUQrIBLCY,5.7,https://hydramovies.com/wp-content/uploads/2018/05/Brick-Mansions-Movie-Poster.jpg,Camille Delamarre,Luc Besson,David Belle|Paul Walker
Fullmetal Alchemist,2017,tt5607028,135,NSy2NzKK-8A,5.9,https://hydramovies.com/wp-content/uploads/2018/05/Fullmetal-Alchemist-Movie-Poster.jpg,Fumihiko Sori,Hiromu Arakawa,Ryôsuke Yamada|Tsubasa Honda
Vampire Academy,2014,tt1686821,104,E1ERrnYunBg,5.5,https://hydramovies.com/wp-content/uploads/2018/05/Vampire-Academy-Movie-Poster.jpg,Mark Waters,Richelle Mead,Danila Kozlovsky|Lucy Fry|Zoey Deutch
Space Dogs: Adventure to the Moon,2014,tt5904244,90,jhYd_KgEUsk,4,https://hydramovies.com/wp-content/uploads/2018/05/Space-Dogs-Adventure-to-the-Moon-Movie-Poster.jpg,Inna Evlannikova,Maksim Belozor,Alicia Silverstone|Nonna Grishaeva
Barely Lethal,2015,tt1731701,96,#NAME?,5.4,https://hydramovies.com/wp-content/uploads/2018/05/Barely-Lethal-Movie-Poster.jpg,Kyle Newman,John D'Arco,Jaime King|Madeleine Stack|Samuel L. Jackson
The Woman in Black 2: Angel of Death,2014,tt2339741,98,eYk0slXSY6s,4.9,https://hydramovies.com/wp-content/uploads/2018/05/The-Woman-in-Black-2-Angel-of-Death-Movie-Poster.jpg,Tom Harper,Jon Croker,Helen McCrory|Jeremy Irvine
Sparks,2013,tt2234429,97,nBJPJQxrs_k,5.9,https://hydramovies.com/wp-content/uploads/2018/05/Sparks-Movie-Poster.jpg,Todd Burrows,Christopher Folino,Ashley Bell|Chase Williamson|Clancy Brown
Table 19,2017,tt1412528,87,SRVzyiM8Sgo,5.8,https://hydramovies.com/wp-content/uploads/2018/05/Table-19-Movie-Poster.jpg,Jeffrey Blitz,Mark Duplass,Anna Kendrick|Lisa Kudrow
When the Bough Breaks,2016,tt1389139,107,ESvqjimH5wA,4.9,https://hydramovies.com/wp-content/uploads/2018/05/When-the-Bough-Breaks-Movie-Poster.jpg,Jon Cassar,Jack Olsen,Morris Chestnut|Regina Hall|Romany Malco
The Lazarus Effect,2015,tt2918436,83,1Ks6JqLzVTA,5.2,https://hydramovies.com/wp-content/uploads/2018/05/The-Lazarus-Effect-Movie-Poster.jpg,David Gelb,Luke Dawson,Evan Peters|Mark Duplass|Olivia Wilde
The Marine 5: Battleground,2017,tt5781798,91,LZya8R_teCc,5.2,https://hydramovies.com/wp-content/uploads/2018/05/The-Marine-5-Battleground-Movie-Poster.jpg,James Nunn,Edward McHenry,Heath Miller|Maryse Mizanin|Mike 'The Miz' Mizanin
Outcast,2014,tt1552224,99,EnAD4sClcQs,4.6,https://hydramovies.com/wp-content/uploads/2018/05/Outcast-Movie-Poster.jpg,Nick Powell,James Dormer,Alexandre Bailly|Hayden Christensen|Nicolas Cage
Left Behind,2014,tt2467046,110,GrXe8YDbzYs,3.1,https://hydramovies.com/wp-content/uploads/2018/05/Left-Behind-Movie-Poster.jpg,Vic Armstrong,Jerry B. Jenkins,Lea Thompson|Nicolas Cage
Runner Runner,2013,tt2364841,88,dyboDr1e2xI,5.6,https://hydramovies.com/wp-content/uploads/2018/05/Runner-Runner-Movie-Poster.jpg,Brad Furman,Brian Koppelman,Ben Affleck|Gemma Arterton|Justin Timberlake
The Shadow Effect,2017,tt5044656,93,EjwFuLq_De8,4.2,https://hydramovies.com/wp-content/uploads/2018/05/The-Shadow-Effect-Movie-Poster.jpg,Obin Olson,Chad Law,Cam Gigandet|Jonathan Rhys Meyers
Welcome to the Jungle,2013,tt2193265,95,kRzSImxqQtA,5,https://hydramovies.com/wp-content/uploads/2018/05/Welcome-to-the-Jungle-Movie-Poster.jpg,Rob Meltzer,Jeff Kauffmann,Adam Brody|Jean-Claude Van Damme|Rob Huebel
King Arthur and the Knights of the Round Table,2017,tt6735670,88,aNAPJ_2JM04,2.2,https://hydramovies.com/wp-content/uploads/2018/05/King-Arthur-and-the-Knights-of-the-Round-Table-Movie-Poster.jpg,Jared Cohn,Scotty Mullen,Alexander Winters|Eoin O'Brien|Sara Malakul Lane
The Captive,2014,tt2326612,112,5z3_vcRbi7k,5.9,https://hydramovies.com/wp-content/uploads/2018/05/The-Captive-Movie-Poster.jpg,Atom Egoyan,Atom Egoyan,Ryan Reynolds|Scott Speedman
Kill'em All,2017,tt5767628,0,giqSFvvPT00,4.3,https://hydramovies.com/wp-content/uploads/2018/05/Killem-All-Movie-Poster.jpg,Peter Malota,Jesse Cilio,Autumn Reeser|Jean-Claude Van Damme
Check Point,2017,tt4519400,90,GtsE7JsQwOY,3.2,https://hydramovies.com/wp-content/uploads/2018/05/Check-Point-Movie-Poster.jpg,Thomas J. Churchill,Thomas J. Churchill,Kenny Johnson|William Forsythe
Rage,2014,tt2401807,98,KoREt4C6l3k,5,https://hydramovies.com/wp-content/uploads/2018/05/Rage-Movie-Poster.jpg,Paco Cabezas,Jim Agnew,Max Ryan|Nicolas Cage|Rachel Nichols
The Three Musketeers,2011,tt1509767,110,mQd3MwT2fAM,5.8,https://hydramovies.com/wp-content/uploads/2018/05/The-Three-Musketeers-Movie-Poster.jpg,Paul W.S. Anderson,Alex Litvak,Logan Lerman|Matthew Macfadyen
The Legend of Ben Hall,2017,tt3844876,139,kjd6sL_WP_Y,5.8,https://hydramovies.com/wp-content/uploads/2018/05/The-Legend-of-Ben-Hall-Movie-Poster.jpg,Matthew Holmes,Matthew Holmes,Jack Martin|Jamie Coffa|William Lee
Battleship,2012,tt1440129,131,8NNQqHsIc-4,5.8,https://hydramovies.com/wp-content/uploads/2018/05/Battleship-Movie-Poster.jpg,Peter Berg,Jon Hoeber,Alexander Skarsgård|Brooklyn Decker|Liam Neeson
Escape from Planet Earth,2013,tt0765446,0,Q1NhAUsyslk,5.9,https://hydramovies.com/wp-content/uploads/2018/05/Escape-from-Planet-Earth-Movie-Poster.jpg,Cal Brunker,Bob Barlen,Brendan Fraser|Sarah Jessica Parker
Oceans Rising,2017,tt6215044,87,2LYid5DFj08,2.3,https://hydramovies.com/wp-content/uploads/2018/05/Oceans-Rising-Movie-Poster.jpg,Adam Lipsius,Adam Lipsius,DeJean Brown|Jason Tobias|Summer Spiro
Reasonable Doubt,2014,tt2304953,91,3SHYvODXTd0,5.7,https://hydramovies.com/wp-content/uploads/2018/05/Reasonable-Doubt-Movie-Poster.jpg,Peter Howitt,Peter A. Dowling,Dominic Cooper|Gloria Reuben|Samuel L. Jackson
Kill Switch,2017,tt5464234,91,SernjeZIsM8,4.9,https://hydramovies.com/wp-content/uploads/2018/05/Kill-Switch-Movie-Poster.jpg,Tim Smit,Charlie Kindinger,Bérénice Marlohe|Dan Stevens|Tygo Gernandt
Tekken: Kazuya's Revenge,2014,tt3462696,90,Zz9g-rinfvk,2.8,https://hydramovies.com/wp-content/uploads/2018/05/Tekken-Kazuyas-Revenge-Movie-Poster.jpg,Wych Kaosayananda,Nicole Jones-Dion,Cary-Hiroyuki Tagawa|Kane Kosugi|Rade Serbedzija
Death Race 2050,2017,tt5493706,0,ZyrQ81-CzU4,3.7,https://hydramovies.com/wp-content/uploads/2018/05/Death-Race-2050-Movie-Poster.jpg,G.J. Echternkamp,G.J. Echternkamp,Malcolm McDowell|Manu Bennett|Marci Miller
The Formula,2014,tt2328490,90,Qcq1Usc9zvQ,2.7,https://hydramovies.com/wp-content/uploads/2018/05/The-Formula-Movie-Poster.jpg,Thomas Beecher,Thomas Beecher,Brandon Baker|Mike Schminke
As Dreamers Do,2014,tt3402880,90,n1_kFVauJf8,3.6,https://hydramovies.com/wp-content/uploads/2018/05/As-Dreamers-Do-Movie-Poster.jpg,Logan Sekulow,Wendy Ott,Olan Rogers|Ryan Dunlap|Travis Tritt
Old Boy,2013,tt1321511,104,WKz_AUF0GcU,5.8,https://hydramovies.com/wp-content/uploads/2018/05/Old-Boy-Movie-Poster.jpg,Spike Lee,Garon Tsuchiya,Elizabeth Olsen|Josh Brolin
Norm of the North,2016,tt1594972,0,u8A_F5oYJGI,3.6,https://hydramovies.com/wp-content/uploads/2018/05/Norm-of-the-North-Movie-Poster.jpg,Trevor Wall,Daniel Altiere,Heather Graham|Rob Schneider
R.L. Stine's Monsterville: The Cabinet of Souls,2015,tt4386242,86,KsgZu9ST-50,5.8,https://hydramovies.com/wp-content/uploads/2018/05/R.L.-Stines-Monsterville-The-Cabinet-of-Souls-Movie-Poster.jpg,Peter DeLuise,Billy Brown,Braeden Lemasters|Dove Cameron
The Chamber,2016,tt5167934,88,MkBbkFLkrh0,4.4,https://hydramovies.com/wp-content/uploads/2018/05/The-Chamber-Movie-Poster.jpg,Ben Parker,Ben Parker,Charlotte Salt|James McArdle|Johannes Kuhnke
Baked in Brooklyn,2016,tt3138344,86,8CeqhfpC8LM,5.4,https://hydramovies.com/wp-content/uploads/2018/05/Baked-in-Brooklyn-Movie-Poster.jpg,Rory Rooney,David Shapiro,Alexandra Daddario|Josh Brener|Paul Iacono
Final Destination 5,2011,tt1622979,92,PI87-0g_SI8,5.9,https://hydramovies.com/wp-content/uploads/2018/05/Final-Destination-5-Movie-Poster.jpg,Steven Quale,Eric Heisserer,Arlen Escarpeta|Emma Bell|Nicholas D'Agosto
Stratton,2017,tt3567666,94,bDBPPUWiJOg,4.8,https://hydramovies.com/wp-content/uploads/2018/05/Stratton-Movie-Poster.jpg,Simon West,Duncan Falconer,Austin Stowell|Dominic Cooper
Revolt,2017,tt3722614,87,I9gfgqSsNCo,5.2,https://hydramovies.com/wp-content/uploads/2018/05/Revolt-Movie-Poster.jpg,Joe Miale,Rowan Athale,Bérénice Marlohe|Jason Flemyng|Lee Pace
